Date,Time,TxBat(V),RSSI(dB),RX,SWR,VFR(%),RxBatt(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),Altitude(m),VSpeed(m/s),RPM(r/m),Current(A),GPS,GPS clock(),GPS speed(knots),GPS alt(m),GPS course(°),ADC2(V),Air speed(knots),VFAS(V),RB Ch. State(),RB State(),R.angle(°),P.angle(°),GASS temp1(°C),GASS temp2(°C),GASS RPM(r/m),GASS res. vol.(ml),GASS res. %(%),GASS flow(ml/min),GASS max flow(ml/min),GASS avg flow(ml/min),H.pressure(Pa),ESC RPM(r/m),ESC consumption(mAh),RxBatt1(V),RxBatt2(V),RxCurrent(A),Rx Quality(%),Rx RSSI1(dB),Rx RSSI2(dB),Antenna,Rx SNR(dB),RF Mode,Tx Power,Tx Quality(%),Tx RSSI(dB),Tx SNR(dB),Rudder,Elevator,Throttle,Aileron,S1,S2,S3,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,
2025-10-22,12:24:09.410,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:09.680,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:09.950,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:10.220,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:10.490,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:10.750,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:11.010,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:11.280,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:11.550,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:11.810,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:12.080,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:12.350,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:12.610,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:12.880,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:13.140,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:13.400,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:13.660,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:13.920,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:14.180,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:14.440,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:14.700,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:14.960,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:15.230,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:15.490,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:15.750,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:16.010,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:16.270,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:16.540,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:16.800,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:17.070,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:17.340,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:17.600,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:17.860,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:18.130,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:18.390,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:18.650,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:18.910,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:19.170,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:19.430,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:19.700,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:19.960,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:20.230,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:20.490,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:20.750,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:21.020,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:21.280,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:21.540,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:21.810,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:22.070,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:22.340,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:22.610,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:22.870,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:23.130,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:23.390,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:23.660,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:23.930,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:24.190,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:24.460,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:24.730,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:24.990,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:25.250,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:25.510,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:25.770,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:26.030,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:26.290,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:26.550,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:26.820,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:27.080,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:27.340,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:27.600,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:27.870,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:28.130,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:28.390,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:28.650,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:28.910,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:29.170,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:29.440,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2025-10-22,12:24:29.700,7.50,,,,,,3.20,3.20,,,,,,,,,,,,,,,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
